Unnamed: 0,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,URLs
45404,Bloom Spirit Secret Fable,Nathan,Politics,Freedom & Security,Paperback,992.64,2.5,34.0,//www.additional_for_examination/45404
45405,Wild Harmony Whirlpool Radiant,David Murphy,Politics,Freedom & Security,Kindle Edition,345.39,4.9,91.0,//www.additional_for_examination/45405
45406,Winter Summer Dream,Aria Smith,Politics,Freedom & Security,Paperback,837.93,0.4,3.0,//www.additional_for_examination/45406
45407,Crystal Horizon Ivory Pulse,Lucy,Politics,Freedom & Security,Paperback,427.12,1.5,31.0,//www.additional_for_examination/45407
45408,Autumn Silver Eclipse,Jacob,Politics,Freedom & Security,Kindle Edition,830.04,3.2,1.0,//www.additional_for_examination/45408
45409,Saga Scarlet Whirlpool Broken,Jonathan,Politics,Freedom & Security,Paperback,175.79,1.6,28.0,//www.additional_for_examination/45409
45410,Shadowed Noble Dark,Ella Lee,Politics,Freedom & Security,Paperback,136.18,3.8,95.0,//www.additional_for_examination/45410
45411,Shadow Cinder Voyage Grace,Matthew Smith,Politics,Freedom & Security,Paperback,485.16,3.4,63.0,//www.additional_for_examination/45411
45412,Sapphire Flame Spring Radiant,Evelyn,Politics,Freedom & Security,Audible Audiobook,425.7,0.9,24.0,//www.additional_for_examination/45412
45413,Flare River Ruby Obsidian,Clara,Politics,Freedom & Security,Audible Audiobook,870.62,1.4,84.0,//www.additional_for_examination/45413
45414,Valley Dusk Glass,Logan Peterson,Politics,Freedom & Security,Kindle Edition,247.09,2.5,66.0,//www.additional_for_examination/45414
45415,Chronicle Wildfire Whisper,James James,Politics,Freedom & Security,Hardcover,31.15,4.8,93.0,//www.additional_for_examination/45415
45416,Last Realm Whispering,Jonathan,Politics,Freedom & Security,Kindle Edition,801.47,3.5,35.0,//www.additional_for_examination/45416
45417,Solar Quest Runestone,Ethan Davis,Politics,Freedom & Security,Kindle Edition,491.68,2.2,63.0,//www.additional_for_examination/45417
45418,Veil Saga Kingdom Storm,Riley,Politics,Freedom & Security,Hardcover,39.8,2.3,89.0,//www.additional_for_examination/45418
45419,Onyx Onyx Emerald,Hudson Adams,Politics,Freedom & Security,Kindle Edition,448.35,0.6,49.0,//www.additional_for_examination/45419
45420,Quest Summer Phoenix,Christopher Bell,Politics,Freedom & Security,Kindle Edition,437.12,0.2,4.0,//www.additional_for_examination/45420
45421,Fable Ancient Horizon Noble,Leo Young,Politics,Freedom & Security,Kindle Edition,929.49,4.4,92.0,//www.additional_for_examination/45421
45422,Hidden Thunder Fury Ivory,Mia Murphy,Politics,Freedom & Security,Kindle Edition,854.56,4.8,57.0,//www.additional_for_examination/45422
45423,Breeze Whispering Radiant,Isaac Morgan,Politics,Freedom & Security,Audible Audiobook,305.37,2.0,38.0,//www.additional_for_examination/45423
45424,Tide Glass Majestic,Jonathan,Politics,Freedom & Security,Audible Audiobook,826.28,4.6,35.0,//www.additional_for_examination/45424
45425,Wave Ruby Cascade Shadowfall,Adrian,Politics,Freedom & Security,Hardcover,208.83,3.4,19.0,//www.additional_for_examination/45425
45426,Fury Eclipse Galaxy Fallen,Robert,Politics,Freedom & Security,Hardcover,644.36,1.2,81.0,//www.additional_for_examination/45426
45427,Mirage Light Silent,Caleb,Politics,Freedom & Security,Hardcover,327.25,1.4,87.0,//www.additional_for_examination/45427
45428,Radiant Silent Runestone,Caleb,Politics,Freedom & Security,Audible Audiobook,212.21,3.7,56.0,//www.additional_for_examination/45428
45429,Storm Crystal Roaring,Roman,Politics,Freedom & Security,Audible Audiobook,100.35,3.5,84.0,//www.additional_for_examination/45429
45430,Glimmer Found Secret Fable,Lucy King,Politics,Freedom & Security,Paperback,928.65,0.3,50.0,//www.additional_for_examination/45430
45431,Guardian Ember Memory Fate,Madeline Miller,Politics,Freedom & Security,Paperback,298.78,3.2,71.0,//www.additional_for_examination/45431
45432,Lost Wild Bronze Soul,Hazel Thomas,Politics,Freedom & Security,Kindle Edition,568.39,2.2,0.0,//www.additional_for_examination/45432
45433,Sacred Dawn Light Cascade,Aria Garcia,Politics,Freedom & Security,Paperback,748.28,3.1,29.0,//www.additional_for_examination/45433
45434,Ancient Summer Blood Runestone,Ethan,Politics,Freedom & Security,Audible Audiobook,348.53,4.7,35.0,//www.additional_for_examination/45434
45435,Thunder Harvest Moon Noble,Samuel,Politics,Freedom & Security,Paperback,944.4,4.7,79.0,//www.additional_for_examination/45435
45436,Thunder Chronicle Rising,Chloe King,Politics,Freedom & Security,Paperback,559.79,4.2,83.0,//www.additional_for_examination/45436
45437,Obsidian Secret Last,Joseph,Politics,Freedom & Security,Kindle Edition,139.28,0.3,69.0,//www.additional_for_examination/45437
45438,Scarlet Chronicle Timber Noble,James Campbell,Politics,Freedom & Security,Paperback,516.23,0.5,45.0,//www.additional_for_examination/45438
45439,Golden Silver Autumn Blood,Adam Johnson,Politics,Freedom & Security,Kindle Edition,112.89,2.9,84.0,//www.additional_for_examination/45439
45440,Moon Realm Storm Runestone,Ethan,Politics,Freedom & Security,Audible Audiobook,697.81,4.1,94.0,//www.additional_for_examination/45440
45441,Crescent Fallen Blood,Scarlett,Politics,Freedom & Security,Hardcover,731.0,2.0,87.0,//www.additional_for_examination/45441
45442,Guardian Harmony Sky,Luna White,Politics,Freedom & Security,Hardcover,390.24,2.0,5.0,//www.additional_for_examination/45442
45443,Dawn Star Sky Ancient,Zoe Wood,Politics,Freedom & Security,Paperback,13.14,2.1,46.0,//www.additional_for_examination/45443
45444,Saga Dusk Frost Shadowfall,Roman,Politics,Freedom & Security,Kindle Edition,470.06,0.6,75.0,//www.additional_for_examination/45444
45445,Last Shadowfall Legend,Maria,Politics,Freedom & Security,Audible Audiobook,494.86,0.8,46.0,//www.additional_for_examination/45445
45446,River Eternal Whisper,Nathan,Politics,Freedom & Security,Hardcover,837.75,3.1,90.0,//www.additional_for_examination/45446
45447,Midnight Fire Glass,Mia,Politics,Freedom & Security,Paperback,78.41,2.4,64.0,//www.additional_for_examination/45447
45448,Whisper Forest Obsidian Legend,Logan Mitchell,Politics,Freedom & Security,Hardcover,158.57,0.4,82.0,//www.additional_for_examination/45448
45449,Dusk Glass Shadowfall Onyx,Adam Wilson,Politics,Freedom & Security,Hardcover,221.57,0.1,82.0,//www.additional_for_examination/45449
45450,Eternal Realm Silentwood,Joseph,Politics,Freedom & Security,Paperback,740.17,0.5,69.0,//www.additional_for_examination/45450
45451,Realm Dream Whirlpool Roaring,Adrian,Politics,Freedom & Security,Paperback,57.78,3.8,54.0,//www.additional_for_examination/45451
45452,Memory Fallen Dragon Moon,Evelyn Flores,Politics,International Relations & Globalization,Paperback,765.18,1.6,64.0,//www.additional_for_examination/45452
45453,Broken Whisper Silent,John,Politics,International Relations & Globalization,Audible Audiobook,127.91,0.2,50.0,//www.additional_for_examination/45453
45454,Veil Empire Flare Runestone,Violet,Politics,International Relations & Globalization,Kindle Edition,159.98,1.2,54.0,//www.additional_for_examination/45454
45455,Crescent Onyx Lost,Gabriel,Politics,International Relations & Globalization,Paperback,362.83,1.4,54.0,//www.additional_for_examination/45455
45456,Whisper Glimmer Spirit Dusk,Noah Howard,Politics,International Relations & Globalization,Hardcover,472.42,1.1,30.0,//www.additional_for_examination/45456
45457,Ash Day Dark Noble,Mia,Politics,International Relations & Globalization,Paperback,358.31,4.1,81.0,//www.additional_for_examination/45457
45458,Nebula Blood Cinder,Nathan Garcia,Politics,International Relations & Globalization,Hardcover,376.66,3.0,73.0,//www.additional_for_examination/45458
45459,Dusk Star Legend,Adrian,Politics,International Relations & Globalization,Audible Audiobook,169.39,3.4,38.0,//www.additional_for_examination/45459
45460,Ruby Whirlpool Hidden,Amelia,Politics,International Relations & Globalization,Hardcover,971.39,4.9,39.0,//www.additional_for_examination/45460
45461,Flare Autumn Lunar,Joseph Clark,Politics,International Relations & Globalization,Paperback,517.33,2.4,60.0,//www.additional_for_examination/45461
45462,Solar Ancient Shadowed,Miles,Politics,International Relations & Globalization,Paperback,176.57,0.1,1.0,//www.additional_for_examination/45462
45463,Broken Majestic Light Kingdom,Liam,Politics,International Relations & Globalization,Audible Audiobook,231.7,4.8,55.0,//www.additional_for_examination/45463
45464,Sapphire Quest Crescent Realm,Luna Lee,Politics,International Relations & Globalization,Hardcover,813.15,0.0,75.0,//www.additional_for_examination/45464
45465,Destiny Broken Frost,Clara Diaz,Politics,International Relations & Globalization,Paperback,257.34,2.3,100.0,//www.additional_for_examination/45465
45466,Destiny Mirage Fury Broken,Joseph,Politics,International Relations & Globalization,Kindle Edition,200.42,4.7,74.0,//www.additional_for_examination/45466
45467,Horizon Dream Silentwood,Daniel Kelly,Politics,International Relations & Globalization,Paperback,101.13,4.5,68.0,//www.additional_for_examination/45467
45468,Crystal Legend Fate River,David Evans,Politics,International Relations & Globalization,Paperback,34.32,3.4,93.0,//www.additional_for_examination/45468
45469,Sapphire Last Shattered,Aria Anderson,Politics,International Relations & Globalization,Paperback,131.1,3.6,99.0,//www.additional_for_examination/45469
45470,Whisper Mountain Empire,Harper,Politics,International Relations & Globalization,Paperback,735.87,3.5,48.0,//www.additional_for_examination/45470
45471,Shadow Flare Runestone,Jason,Politics,International Relations & Globalization,Paperback,86.93,2.7,80.0,//www.additional_for_examination/45471
45472,Shadowed Dawn Memory,Chloe,Politics,International Relations & Globalization,Kindle Edition,463.09,0.4,62.0,//www.additional_for_examination/45472
45473,Flame Wild River Runestone,Adam Rogers,Politics,International Relations & Globalization,Hardcover,683.09,0.8,94.0,//www.additional_for_examination/45473
45474,Whispering Sky Bronze Crystal,Emily Ward,Politics,International Relations & Globalization,Hardcover,699.65,1.4,77.0,//www.additional_for_examination/45474
45475,Secret Light Winter,Leo Nguyen,Politics,International Relations & Globalization,Audible Audiobook,979.2,0.0,65.0,//www.additional_for_examination/45475
45476,Saga Midnight Horizon Breeze,Daniel,Politics,International Relations & Globalization,Hardcover,170.94,4.9,78.0,//www.additional_for_examination/45476
45477,Dragon Scarlet Spring,Matthew,Politics,International Relations & Globalization,Kindle Edition,651.49,4.5,75.0,//www.additional_for_examination/45477
45478,Ocean Wildfire Memory,Evan Wilson,Politics,International Relations & Globalization,Kindle Edition,65.47,4.5,95.0,//www.additional_for_examination/45478
45479,Frost Whirlpool Silent,Amelia,Politics,International Relations & Globalization,Kindle Edition,362.66,3.3,43.0,//www.additional_for_examination/45479
45480,Crescent Soul Fate Memory,Penelope Moore,Politics,International Relations & Globalization,Kindle Edition,92.06,0.5,7.0,//www.additional_for_examination/45480
45481,Dream Cinder Star Wave,Logan Edwards,Politics,International Relations & Globalization,Audible Audiobook,477.3,1.6,27.0,//www.additional_for_examination/45481
45482,Stone Empire Valley,Sarah Jackson,Politics,International Relations & Globalization,Audible Audiobook,474.7,3.2,86.0,//www.additional_for_examination/45482
45483,Timber Spirit Empire,Luna,Politics,International Relations & Globalization,Kindle Edition,126.28,1.9,46.0,//www.additional_for_examination/45483
45484,Realm Emerald Phoenix Spring,Scarlett,Politics,International Relations & Globalization,Audible Audiobook,330.93,4.0,69.0,//www.additional_for_examination/45484
45485,Obsidian Violet Stone,Owen,Politics,International Relations & Globalization,Kindle Edition,953.16,2.0,2.0,//www.additional_for_examination/45485
45486,Silver Dream Horizon Ruby,Gabriel Adams,Politics,International Relations & Globalization,Paperback,541.32,1.9,45.0,//www.additional_for_examination/45486
45487,Shadow Emerald Solar,Sophia,Politics,International Relations & Globalization,Kindle Edition,279.63,4.3,51.0,//www.additional_for_examination/45487
45488,Crescent Iron Sky Horizon,Hazel Mitchell,Politics,International Relations & Globalization,Paperback,292.04,1.3,79.0,//www.additional_for_examination/45488
45489,Ruby Ivory Spirit Forest,Robert Bailey,Politics,International Relations & Globalization,Paperback,393.87,1.1,69.0,//www.additional_for_examination/45489
45490,Fire Shadow Flame,Sarah Nelson,Politics,International Relations & Globalization,Kindle Edition,80.17,0.6,25.0,//www.additional_for_examination/45490
45491,River Eclipse Flame,Chloe,Politics,International Relations & Globalization,Paperback,110.75,3.7,24.0,//www.additional_for_examination/45491
45492,Majestic Hidden Day Lunar,Laura,Politics,International Relations & Globalization,Hardcover,592.91,0.6,51.0,//www.additional_for_examination/45492
45493,Shadow Winter Last,Sarah,Politics,International Relations & Globalization,Hardcover,179.09,0.1,25.0,//www.additional_for_examination/45493
45494,Autumn Harmony Iron,Jonathan Wood,Politics,International Relations & Globalization,Kindle Edition,609.22,1.0,38.0,//www.additional_for_examination/45494
45495,Glimmer Summer Bloom Sky,Ava Richardson,Politics,International Relations & Globalization,Audible Audiobook,394.17,0.5,8.0,//www.additional_for_examination/45495
45496,Ember Silent Lunar,Charlotte,Politics,International Relations & Globalization,Kindle Edition,72.82,0.3,52.0,//www.additional_for_examination/45496
45497,Winter Forest Noble Dusk,Adrian Evans,Politics,International Relations & Globalization,Audible Audiobook,166.94,0.1,89.0,//www.additional_for_examination/45497
45498,Whisper Legend Willow Found,Logan Cox,Politics,International Relations & Globalization,Paperback,485.62,3.0,93.0,//www.additional_for_examination/45498
45499,Fate Mountain Bronze Onyx,William Perez,Politics,International Relations & Globalization,Kindle Edition,807.3,1.0,25.0,//www.additional_for_examination/45499
45500,Obsidian Broken Spring,Andrew,Politics,International Relations & Globalization,Hardcover,472.81,3.9,74.0,//www.additional_for_examination/45500
45501,Star Summer Valley,Grace,Politics,International Relations & Globalization,Hardcover,243.9,4.2,17.0,//www.additional_for_examination/45501
45502,Wave Iron Echo Destiny,Zoe,Politics,International Relations & Globalization,Paperback,598.79,5.0,75.0,//www.additional_for_examination/45502
45503,Ocean Flame Harmony Lunar,Isaac Allen,Politics,International Relations & Globalization,Hardcover,533.96,2.8,18.0,//www.additional_for_examination/45503
45504,Chronicle Whispering Voyage Quest,Nora Diaz,Politics,International Relations & Globalization,Kindle Edition,700.9,0.5,41.0,//www.additional_for_examination/45504
45505,Guardian Kingdom Ivory,Elijah Wilson,Politics,International Relations & Globalization,Audible Audiobook,669.57,1.6,74.0,//www.additional_for_examination/45505
45506,Spirit Grace Sapphire Roaring,Robert,Politics,International Relations & Globalization,Hardcover,958.79,2.7,100.0,//www.additional_for_examination/45506
45507,Wave Whispering Dusk,Nathan,Politics,International Relations & Globalization,Kindle Edition,886.14,3.5,36.0,//www.additional_for_examination/45507
45508,Stone Rising Fable Myth,James,Politics,International Relations & Globalization,Audible Audiobook,426.48,4.3,93.0,//www.additional_for_examination/45508
45509,Silentwood Ash Fire,Noah Walker,Politics,International Relations & Globalization,Paperback,639.56,1.5,99.0,//www.additional_for_examination/45509
45510,Legend Midnight Autumn Blossom,Evelyn Brown,Politics,International Relations & Globalization,Audible Audiobook,518.72,2.5,94.0,//www.additional_for_examination/45510
45511,Solar Wild Night Glimmer,Michael Taylor,Politics,International Relations & Globalization,Kindle Edition,432.0,5.0,31.0,//www.additional_for_examination/45511
45512,Empire Grace Blossom,Grace Wright,Politics,International Relations & Globalization,Kindle Edition,505.19,2.0,73.0,//www.additional_for_examination/45512
45513,Lost Rising Tide Dragon,Ethan Campbell,Politics,International Relations & Globalization,Audible Audiobook,395.56,3.7,81.0,//www.additional_for_examination/45513
45514,Echo Whirlpool Midnight Willow,Daniel Ramirez,Politics,International Relations & Globalization,Hardcover,363.56,4.8,12.0,//www.additional_for_examination/45514
45515,Spirit Shattered Dragon Valley,Scarlett,Politics,International Relations & Globalization,Hardcover,60.6,3.0,84.0,//www.additional_for_examination/45515
45516,Legend Valley Noble,Julian,Politics,International Relations & Globalization,Hardcover,941.96,1.5,54.0,//www.additional_for_examination/45516
45517,Light Autumn Journey,Scarlett Smith,Politics,International Relations & Globalization,Paperback,295.43,1.8,81.0,//www.additional_for_examination/45517
